茨城中学校,茨城県水戸市八幡町１６−１,私立
水戸英宏中学校,茨城県水戸市見川町字手負山２５８２−１５,私立
茨城キリスト教学園中学校,茨城県日立市大みか町６—１１−１,私立
常総学院中学校,茨城県土浦市中村西根１０１０,私立
青丘学院つくば中学校,茨城県石岡市柿岡字寺田１６０４−１,私立
聖徳大学附属取手聖徳女子中学校,茨城県取手市山王１０００,私立
江戸川学園取手中学校,茨城県取手市西１−３７−１,私立
東洋大学附属牛久中学校,茨城県牛久市柏田町１３６０−２,私立
学校法人茗溪学園茗溪学園中学校,茨城県つくば市稲荷前１−１,私立
学校法人清真学園清真学園中学校,茨城県鹿嶋市宮中伏見４４４８−５,私立
青葉台中等学部,茨城県かすみがうら市上稲吉１５１８,私立
霞ヶ浦高等学校附属中学校,茨城県稲敷郡阿見町青宿５０番地,私立
国府台女子学院中学部,千葉県市川市菅野３−２４−１,私立
日出学園中学校,千葉県市川市菅野３−２３−１,私立
昭和学院中学校,千葉県市川市東菅野２−１７−１,私立
市川中学校,千葉県市川市本北方２−３８−１,私立
和洋国府台女子中学校,千葉県市川市国府台２−３−１,私立
千葉日本大学第一中学校,千葉県船橋市習志野台８−３４−１,私立
暁星国際中学校,千葉県木更津市矢那１０８３,私立
成田高等学校付属中学校,千葉県成田市成田２７,私立
東邦大学付属東邦中学校,千葉県習志野市泉町２−１−３７,私立
秀明大学学校教師学部附属秀明八千代中学校,千葉県八千代市桑橋８０３番地,私立
八千代松陰中学校,千葉県八千代市村上７２７番地,私立
光英ＶＥＲＩＴＡＳ中学校,千葉県松戸市秋山６００,私立
昭和学院秀英中学校,千葉県千葉市美浜区若葉１−２,私立
志学館中等部,千葉県木更津市真舟３−２９−１,私立
渋谷教育学園幕張中学校,千葉県千葉市美浜区若葉１−３,私立
東海大学付属浦安高等学校中等部,千葉県浦安市東野３−１１−１,私立
翔凛中学校,千葉県君津市三直１３４８−１,私立
西武台千葉中学校,千葉県野田市尾崎２２４１−２,私立
東京学館浦安中学校,千葉県浦安市高洲１−２３−１,私立
芝浦工業大学柏中学校,千葉県柏市増尾７００番地,私立
専修大学松戸中学校,千葉県松戸市上本郷２−３６２１,私立
麗澤中学校,千葉県柏市光ヶ丘２−１−１,私立
千葉明徳中学校,千葉県千葉市中央区南生実町１４１２,私立
二松学舎大学附属柏中学校,千葉県柏市大井２５９０,私立
三育学院中学校,千葉県夷隅郡大多喜町中野５８９番地,私立
流通経済大学付属柏中学校,千葉県柏市十余二１−２０,私立
大妻中学校,東京都千代田区三番町１２,私立
神田女学園中学校,東京都千代田区神田猿楽町２−３−６,私立
共立女子中学校,東京都千代田区一ツ橋２−２−１,私立
麹町学園女子中学校,東京都千代田区麹町３−８,私立
暁星中学校,東京都千代田区富士見１−２−５,私立
白百合学園中学校,東京都千代田区九段北２−４−１,私立
千代田国際中学校,東京都千代田区四番町１１,私立
女子学院中学校,東京都千代田区一番町２２−１０,私立
東京家政学院中学校,東京都千代田区三番町２２,私立
雙葉中学校,東京都千代田区六番町１４−１,私立
三輪田学園中学校,東京都千代田区九段北３−３−１５,私立
和洋九段女子中学校,東京都千代田区九段北１−１２−１２,私立
開智日本橋学園中学校,東京都中央区日本橋馬喰町２−７−６,私立
麻布中学校,東京都港区元麻布２−３−２９,私立
慶應義塾中等部,東京都港区三田２−１７−１０,私立
頌栄女子学院中学校,東京都港区白金台２−２６−５,私立
芝中学校,東京都港区芝公園３−５−３７,私立
広尾学園中学校,東京都港区南麻布５−１−１４,私立
聖心女子学院中等科,東京都港区白金４−１１−１,私立
高輪中学校,東京都港区高輪２−１−３２,私立
芝国際中学校,東京都港区芝４−１−３０,私立
東洋英和女学院中学部,東京都港区六本木５−１４−４０,私立
普連土学園中学校,東京都港区三田４−１４−１６,私立
東海大学付属高輪台高等学校中等部,東京都港区高輪２−２−１６,私立
山脇学園中学校,東京都港区赤坂４−１０−３６,私立
海城中学校,東京都新宿区大久保３−６−１,私立
学習院女子中等科,東京都新宿区戸山３−２０−１,私立
成女学園中学校,東京都新宿区富久町７−３０,私立
成城中学校,東京都新宿区原町３−８７,私立
目白研心中学校,東京都新宿区中落合４−３１−１,私立
早稲田中学校,東京都新宿区馬場下町６２,私立
跡見学園中学校,東京都文京区大塚１−５−９,私立
郁文館中学校,東京都文京区向丘２−１９−１,私立
桜蔭中学校,東京都文京区本郷１−５−２５,私立
京華中学校,東京都文京区白山５−６−６,私立
京華女子中学校,東京都文京区白山５−１３−５,私立
東洋大学京北中学校,東京都文京区白山２−３６−５,私立
駒込中学校,東京都文京区千駄木５−６−２５,私立
小石川淑徳学園中学校,東京都文京区小石川３−１４−３,私立
貞静学園中学校,東京都文京区大塚１−２−１０,私立
東邦音楽大学附属東邦中学校,東京都文京区大塚４−４６−９,私立
獨協中学校,東京都文京区関口３−８−１,私立
日本大学豊山中学校,東京都文京区大塚５−４０−１０,私立
文京学院大学女子中学校,東京都文京区本駒込６−１８−３,私立
広尾学園小石川中学校,東京都文京区本駒込２−２９−１,私立
上野学園中学校,東京都台東区東上野４−２４−１２,私立
安田学園中学校,東京都墨田区横網２−２−２５,私立
日本大学第一中学校,東京都墨田区横網１−５−２,私立
かえつ有明中学校,東京都江東区東雲２−１６−１,私立
中村中学校,東京都江東区清澄２−３−１５,私立
芝浦工業大学附属中学校,東京都江東区豊洲６−２−７,私立
品川翔英中学校,東京都品川区西大井１−６−１３,私立
攻玉社中学校,東京都品川区西五反田５−１４−２,私立
香蘭女学校中等科,東京都品川区旗の台６−２２−２１,私立
品川女子学院中等部,東京都品川区北品川３−３−１２,私立
青稜中学校,東京都品川区二葉１−６−６,私立
文教大学付属中学校,東京都品川区旗の台３−２−１７,私立
目黒日本大学中学校,東京都目黒区目黒１−６−１５,私立
日本工業大学駒場中学校,東京都目黒区駒場１−３５−３２,私立
トキワ松学園中学校,東京都目黒区碑文谷４−１７−１６,私立
八雲学園中学校,東京都目黒区八雲２−１４−１,私立
多摩大学目黒中学校,東京都目黒区下目黒４−１０−２４,私立
目黒学院中学校,東京都目黒区中目黒１−１−５０,私立
立正大学付属立正中学校,東京都大田区西馬込１−５−１,私立
清明学園中学校,東京都大田区南雪谷３−１２−２６,私立
三田国際学園中学校,東京都世田谷区用賀２−１６−１,私立
駒場東邦中学校,東京都世田谷区池尻４−５−１,私立
鴎友学園女子中学校,東京都世田谷区宮坂１−５−３０,私立
国本女子中学校,東京都世田谷区喜多見８−１５−３３,私立
恵泉女学園中学校,東京都世田谷区船橋５−８−１,私立
佼成学園女子中学校,東京都世田谷区給田２−１−１,私立
国士舘中学校,東京都世田谷区若林４−３２−１,私立
松蔭大学附属松蔭中学校,東京都世田谷区北沢１−１６−１０,私立
昭和女子大学附属昭和中学校,東京都世田谷区太子堂１−７−５７,私立
成城学園中学校,東京都世田谷区成城６−１−２０,私立
下北沢成徳中学校,東京都世田谷区代田６−１２−３９,私立
聖ドミニコ学園中学校,東京都世田谷区岡本１−１０−１,私立
世田谷学園中学校,東京都世田谷区三宿１−１６−３１,私立
玉川聖学院中等部,東京都世田谷区奥沢７−１１−２２,私立
東京都市大学等々力中学校,東京都世田谷区等々力８−１０−１,私立
田園調布雙葉中学校,東京都世田谷区玉川田園調布１−２０−９,私立
東京都市大学付属中学校,東京都世田谷区成城１−１３−１,私立
サレジアン国際学園世田谷中学校,東京都世田谷区大蔵２−８−１,私立
田園調布学園中等部,東京都世田谷区東玉川２−２１−８,私立
日本学園中学校,東京都世田谷区松原２−７−３４,私立
東京農業大学第一高等学校中等部,東京都世田谷区桜３−３３−１,私立
青山学院中等部,東京都渋谷区渋谷４−４−２５,私立
実践女子学園中学校,東京都渋谷区東１−１−１１,私立
東京女学館中学校,東京都渋谷区広尾３−７−１６,私立
富士見丘中学校,東京都渋谷区笹塚３−１９−９,私立
渋谷教育学園渋谷中学校,東京都渋谷区渋谷１−２１−１８,私立
新渡戸文化中学校,東京都中野区本町６−３８−１,私立
宝仙学園中学校,東京都中野区中央２−２８−３,私立
明治大学付属中野中学校,東京都中野区東中野３−３−４,私立
大妻中野中学校,東京都中野区上高田２−３−７,私立
実践学園中学校,東京都中野区中央２−３４−２,私立
光塩女子学院中等科,東京都杉並区高円寺南２−３３−２８,私立
佼成学園中学校,東京都杉並区和田２−６−２９,私立
女子美術大学付属中学校,東京都杉並区和田１−４９−８,私立
文化学園大学杉並中学校,東京都杉並区阿佐谷南３−４８−１６,私立
東京立正中学校,東京都杉並区堀ノ内２−４１−１５,私立
日本大学第二中学校,東京都杉並区天沼１−４５−３３,私立
立教女学院中学校,東京都杉並区久我山４−２９−６０,私立
杉並学院中学校,東京都杉並区阿佐谷南２−３０−１７,私立
國學院大學久我山中学校,東京都杉並区久我山１−９−１,私立
川村中学校,東京都豊島区目白２−２２−３,私立
巣鴨中学校,東京都豊島区上池袋１−２１−１,私立
十文字中学校,東京都豊島区北大塚１−１０−３３,私立
豊島岡女子学園中学校,東京都豊島区東池袋１−２５−２２,私立
学習院中等科,東京都豊島区目白１−５−１,私立
城西大学附属城西中学校,東京都豊島区千早１−１０−２６,私立
本郷中学校,東京都豊島区駒込４−１１−１,私立
立教池袋中学校,東京都豊島区西池袋５−１６−５,私立
淑徳巣鴨中学校,東京都豊島区西巣鴨２−２２−１６,私立
桜丘中学校,東京都北区滝野川１−５１−１２,私立
聖学院中学校,東京都北区中里３−１２−１,私立
サレジアン国際学園中学校,東京都北区赤羽台４−２−１４,私立
女子聖学院中学校,東京都北区中里３−１２−２,私立
瀧野川女子学園中学校,東京都北区上中里１−２７−７,私立
東京成徳大学中学校,東京都北区豊島８−２６−９,私立
武蔵野中学校,東京都北区西ヶ原４−５６−２０,私立
駿台学園中学校,東京都北区王子６−１−１０,私立
順天中学校,東京都北区王子本町１−１７−１３,私立
成立学園中学校,東京都北区東十条６−９−１３,私立
開成中学校,東京都荒川区西日暮里４−７−７,私立
北豊島中学校,東京都荒川区東尾久６−３４−２４,私立
淑徳中学校,東京都板橋区前野町５−１４−１,私立
城北中学校,東京都板橋区東新町２−２８−１,私立
東京家政大学附属女子中学校,東京都板橋区加賀１−１８−１,私立
帝京中学校,東京都板橋区稲荷台２７−１,私立
日本大学豊山女子中学校,東京都板橋区中台３−１５−１,私立
富士見中学校,東京都練馬区中村北４−８−２６,私立
武蔵中学校,東京都練馬区豊玉上１−２６−１,私立
国華中学校,東京都練馬区北大泉町３４７９,私立
東京女子学院中学校,東京都練馬区関町北４−１６−１１,私立
早稲田大学高等学院中学部,東京都練馬区上石神井３−３１−１,私立
足立学園中学校,東京都足立区千住旭町４０−２４,私立
東京みらい中学校,東京都足立区足立１−１３−２６,私立
共栄学園中学校,東京都葛飾区お花茶屋２−６−１,私立
修徳中学校,東京都葛飾区青戸８−１０−１,私立
東京シューレ葛飾中学校,東京都葛飾区新小岩３−２５−１,私立
愛国中学校,東京都江戸川区西小岩５−７−１,私立
江戸川女子中学校,東京都江戸川区東小岩５−２２−１,私立
穎明館中学校,東京都八王子市館町２６００,私立
八王子実践中学校,東京都八王子市台町１−６−１５,私立
明治大学付属八王子中学校,東京都八王子市戸吹町１１００,私立
共立女子第二中学校,東京都八王子市元八王子町１−７１０,私立
東京純心女子中学校,東京都八王子市滝山町２−６００,私立
工学院大学附属中学校,東京都八王子市中野町２６４７−２,私立
帝京八王子中学校,東京都八王子市上川町３７６６,私立
八王子学園八王子中学校,東京都八王子市台町４−３５−１,私立
帝京大学中学校,東京都八王子市越野３２２,私立
聖徳学園中学校,東京都武蔵野市境南町２−１１−８,私立
成蹊中学校,東京都武蔵野市吉祥寺北町３−１０−１３,私立
藤村女子中学校,東京都武蔵野市吉祥寺本町２−１６−３,私立
吉祥女子中学校,東京都武蔵野市吉祥寺東町４−１２−２０,私立
法政大学中学校,東京都三鷹市牟礼４−３−１,私立
明星学園中学校,東京都三鷹市井の頭５−７−７,私立
明星中学校,東京都府中市栄町１−１,私立
啓明学園中学校,東京都昭島市拝島町５−１１−１５,私立
明治大学付属明治中学校,東京都調布市富士見町４−２３−２５,私立
晃華学園中学校,東京都調布市佐須町５−２８−１,私立
桐朋女子中学校,東京都調布市若葉町１−４１−１,私立
ドルトン東京学園中等部,東京都調布市入間町二丁目２８番２０号,私立
日本大学第三中学校,東京都町田市図師町１１−２３７５,私立
和光中学校,東京都町田市真光寺町１２９１,私立
桜美林中学校,東京都町田市常盤町３７５８,私立
玉川学園中学部,東京都町田市玉川学園６−１−１,私立
武蔵野東中学校,東京都小金井市緑町２−６−４,私立
東京電機大学中学校,東京都小金井市梶野町４−８−１,私立
中央大学附属中学校,東京都小金井市貫井北町３−２２−１,私立
サレジオ中学校,東京都小平市上水南町４−７−１,私立
創価中学校,東京都小平市小川町１−８６０,私立
白梅学園清修中学校,東京都小平市小川町１−８３０,私立
明法中学校,東京都東村山市富士見町２−４−１２,私立
明治学院中学校,東京都東村山市富士見町１−１２−３,私立
日本体育大学桜華中学校,東京都東村山市富士見町２−５−１,私立
早稲田大学系属早稲田実業学校中等部,東京都国分寺市本町１−２−１,私立
国立音楽大学附属中学校,東京都国立市西２−１２−１９,私立
桐朋中学校,東京都国立市中３−１−１０,私立
東星学園中学校,東京都清瀬市梅園３−１４−４７,私立
自由学園男子部中等科,東京都東久留米市学園町１−８−１５,私立
自由学園中等科,東京都東久留米市学園町１−８−１５,私立
多摩大学附属聖ヶ丘中学校,東京都多摩市聖ヶ丘４−１−１,私立
大妻多摩中学校,東京都多摩市唐木田２−７−１,私立
駒沢学園女子中学校,東京都稲城市坂浜２３８,私立
東海大学菅生高等学校中等部,東京都あきる野市菅生１４６８,私立
文華女子中学校,東京都西東京市西原町４−５−８５,私立
武蔵野大学中学校,東京都西東京市新町１−１−２０,私立
